AHSG_001;AHSG_002;AHSG_003;AHSG_004;APMAP_005;APMAP_006;APMAP_006.N;APMAP_007;APMAP_008;B2M_010;B2M_011;C9_075;C9_076;C9_077;C9_078;C9_079;CDH2_013;CDH2_013.N;CDH2_014;CDH2_015;CLEC3B_017;CLEC3B_018;CLEC3B_019;CLEC3B_020;COMP_021;COMP_022;COMP_023;F9_025;F9_026;F9_027;F9_028;H6PD_029;H6PD_030;H6PD_031;H6PD_032;H6PD_033;HSPA8_080;HSPA8_081;HSPA8_082;HSPA8_083;HSPA8_083.misscl;HSPA8_084;IGFBP3_093;IGFBP3_094;IGFBP3_096;IGHV1.24_034;IGHV1.24_035;IGHV1.24_036;IGHV1.24_036.Mox;ITIH4_103;ITIH4_104;ITIH4_105;ITIH4_106;ITIH4_108;KRT2_085;KRT2_086;KRT2_087;KRT6B_037;KRT6B_038;KRT78_039;KRT78_040;KRT78_041;LRG1_042;LRG1_043;LRG1_044;LRG1_045;MCAM_046;MCAM_047;MCAM_048;MCAM_049;MRC1_071;MRC1_072;MRC1_073;MRC1_074;PKM_089;PKM_090;PKM_091;PKM_091.Mox;PKM_092;TNXB_097;TNXB_098;TNXB_099;TNXB_100;TNXB_101;TNXB_102;Experimental_Group;group
-0,315989166;3,097947836;9,564966202;5,851649284;-5,912672997;-5,740818024;-7,117787361;-5,912672997;-5,636660576;-0,52574569;-5,078258991;-0,774231553;1,220020294;-2,689659834;-8,078259468;2,492058277;-8,380822182;-12,2877121;-8,76415062;-10,48035717;2,043729305;-4,166178703;-0,961282909;-4,221623421;-7,67300272;-10,70275021;-7,380821705;1,96406579;6,591312885;-3,715959787;-5,143054008;-9,039784431;-11,70275021;-9,702750206;-10,48035717;-9,380822182;-9,828280449;-8,48035717;-7,828280926;-7,333516121;-8,828280449;-8,287712097;-6,480357647;-5,442222118;-2,02444315;-7,221623421;-8,532824516;-3,125320911;-5,429731369;-9,828280449;0,282499135;-3,314732552;-0,289121896;0,580627859;-10,96578407;-12,26954746;-11,2877121;-11,2877121;-13,2877121;-10,96578407;-12,2877121;-13,2877121;-1,124062777;-2,641153574;-1,182786107;-0,245882168;-11,2877121;-7,702749729;-4,597714424;-3,880444527;-8,965784073;-9,200249672;-8,380822182;-10,11778736;-4,457989693;-8,828280449;-8,702750206;-11,70275021;-9,380822182;-9,965784073;-9,48035717;-9,039784431;-8,702750206;-9,702750206;-7,733123779;A20.33_PR3.active;0
0,796597719;3,869456768;14,03863811;6,937566757;-6,480357647;-5,665660381;-6,912672997;-5,622376442;-5,097887993;2,00597477;-5,587272644;-0,674843907;2,000252485;-2,233108044;-6,779917717;3,229956865;-8,643856049;-10,48035717;-9,039784431;-8,965784073;2,178587198;-2,378569365;-0,621044517;-2,891107559;-7,559792042;-10,2877121;-7,158429146;2,631663084;7,154028416;-3,420433521;-4,058893681;-8,702750206;-11,70275021;-9,039784431;-9,702750206;-9,287712097;-10,2877121;-8,76415062;-7,895394802;-5,519527912;-10,70275021;-8,643856049;-6,287712574;-5,11278677;-1,49817872;-6,844769001;-7,287712574;-3,636660814;-10,2877121;-9,965784073;1,242937803;-2,225666285;-0,103611879;0,892740667;-10,96578407;-12,2877121;-11,70275021;-11,37565136;-13,2877121;-11,2877121;-12,09461021;-13,2877121;-1,10190773;-1,975396633;-0,985644698;0,109828584;-10,2877121;-7,861447811;-4,173970222;-3,622376442;-8,532824516;-9,702750206;-8,333516121;-10,70275021;-5,092955589;-9,48035717;-9,117787361;-13,2877121;-9,702750206;-9,702750206;-10,11778736;-10,11778736;-8,643856049;-10,48035717;-8,702750206;A20.45_PR3.active;0
0,78131777;2,617321968;8,232274055;7,01946497;-7,243318081;-7,117787361;-8,429731369;-6,748553753;-7,356975079;-1,792356968;-4,426625252;-0,756087184;0,06488286;-2,255666733;-6,011588097;1,153999925;-8,643856049;-13,2877121;-9,039784431;-10,2877121;2,021230936;-3,202903986;-0,261707723;-3,282087803;-6,601212025;-8,643856049;-6,368849277;1,260387063;4,793068886;-4,235144138;-5,442222118;-8,828280449;-10,70275021;-8,200249672;-9,828280449;-8,828280449;-10,70275021;-9,039784431;-7,243318081;-10,96578407;-10,48035717;-7,002310276;-6,368849277;-4,130365372;-1,06975472;-5,58035326;-7,058893681;-1,000288486;-6,546245098;-11,2877121;0,397036225;-3,777937412;-0,441634417;0,258458644;-10,96578407;-12,26954746;-11,2877121;-11,2877121;-13,2877121;-11,70275021;-11,70275021;-13,16955757;-1,555120945;-3,170069218;-2,016249418;-0,942584455;-10,11778736;-8,243318558;-4,733123779;-4,473931313;-10,11778736;-9,828280449;-9,117787361;-11,2877121;-4,970299721;-9,039784431;-9,200249672;-12,2877121;-9,828280449;-9,200249672;-8,828280449;-8,76415062;-8,002309799;-9,039784431;-7,097887993;PR3_active_A20.21_a;0
-0,445165634;0,974088788;7,399087429;5,573547363;-5,710283756;-5,122805595;-6,828280926;-5,29902792;-6,097887993;-0,526161134;-7,058893681;-1,716433764;-0,936497092;-3,57862854;-9,117787361;0,051441632;-9,117787361;-10,11778736;-9,200249672;-9,828280449;1,728399515;-3,343732595;-0,362157941;-2,728335142;-6,76415062;-9,117787361;-6,020925999;1,748332381;4,986770153;-4,532824993;-4,925768375;-10,11778736;-12,2877121;-9,702750206;-10,70275021;-8,643856049;-10,48035717;-10,11778736;-8,117787361;-8,429731369;-10,48035717;-8,532824516;-6,380821705;-5,573466778;-1,819597483;-7,67300272;-7,861447811;-2,306145191;-4,680382252;-11,70275021;-0,366057366;-5,088039875;-1,336427689;-0,381949276;-10,70275021;-12,26954746;-11,2877121;-10,96578407;-12,2877121;-11,2877121;-12,09461021;-13,2877121;-2,477944374;-5,200249672;-2,885766268;-1,955675721;-11,70275021;-7,559792042;-4,075824261;-3,592483997;-9,587272644;-9,117787361;-8,48035717;-9,828280449;-5,733123779;-9,965784073;-9,587272644;-11,2877121;-10,48035717;-9,587272644;-9,48035717;-9,287712097;-8,532824516;-9,587272644;-7,76415062;X141_PR3.active;0
-1,329884768;0,671383977;7,03212738;4,879553795;-7,200249672;-6,965784073;-7,587272644;-7,179187775;-7,532824993;-1,459972739;-3,546245337;-0,536168337;0,328376919;-2,120294094;-8,287712097;1,319271088;-8,587272644;-9,587272644;-9,039784431;-13,2877121;0,767570019;-4,643856049;-1,639354706;-4,473931313;-8,532824516;-10,48035717;-7,828280926;1,78856039;5,785723209;-4,192315578;-5,287712574;-9,287712097;-11,70275021;-9,117787361;-9,965784073;-9,828280449;-9,039784431;-7,930160522;-6,965784073;-6,29902792;-9,828280449;-6,733123779;-5,687799454;-5,044538498;-1,347031713;-6,137965202;-9,039784431;-2,800877333;-6,930160522;-3,55809164;1,281312466;-2,545403004;0,173639163;0,991535425;-10,2877121;-10,48035717;-9,039784431;-11,2877121;-13,2877121;-11,2877121;-13,2877121;-13,16955757;0,180020526;-0,883102894;0,005615641;0,856786549;-11,2877121;-8,643856049;-5,546245098;-5,345198154;-7,828280926;-7,733123779;-6,878321171;-9,587272644;-3,773984671;-8,158429146;-8,078259468;-12,18516159;-8,702750206;-9,200249672;-9,287712097;-8,895395279;-1,289121866;-9,287712097;-7,405069351;A21.3_PR3.active;0
0,588900447;2,829646587;8,24315834;6,983766556;-7,221623421;-6,287712574;-8,200249672;-6,380821705;-7,587272644;0,660563648;-3,480357409;-0,42526871;0,491904348;-2,592483997;-8,828280449;1,344317198;-9,039784431;-10,11778736;-9,117787361;-7,702749729;-1,251538754;-4,145605564;-1,222632885;-3,773984671;-7,429731369;-9,702750206;-6,947862148;0,852957666;4,301755905;-5,58035326;-6,232429981;-8,828280449;-10,70275021;-8,76415062;-9,702750206;-8,287712097;-9,287712097;-7,356975079;-8,051247597;-5,553002834;-10,2877121;-6,392894745;-5,310432434;-4,296190739;-1,092340112;-6,733123779;-8,002309799;-4,72165823;-9,200249672;-10,48035717;0,286881179;-3,58035326;0,110496849;0,912496626;-11,2877121;-13,2877121;-11,2877121;-10,48035717;-12,2877121;-11,2877121;-13,2877121;-13,16955757;-0,031503703;-0,519734919;-0,26725322;0,547252417;-10,2877121;-7,895394802;-4,210896969;-3,952322006;-8,828280449;-9,702750206;-9,039784431;-10,70275021;-4,125320911;-8,243318558;-8,76415062;-12,18516159;-8,828280449;-8,532824516;-8,702750206;-8,76415062;-7,861447811;-9,200249672;-7,137965202;X96_PR3.active;0
0,697329044;3,260266542;9,230958939;6,840420246;-7,078258991;-6,902435303;-7,020925999;-6,243318081;-5,878321171;-1,638905406;-0,309001893;-0,586839259;1,004249573;-2,187050104;-7,405069351;1,496922493;-9,380822182;-10,96578407;-9,039784431;-10,11778736;2,133892298;-3,086813688;-0,413883835;-3,237863779;-8,333516121;-9,587272644;-7,67300272;1,587124825;5,131383419;-4,895394802;-5,137965202;-8,380822182;-10,48035717;-9,702750206;-9,287712097;-7,895394802;-9,828280449;-8,380822182;-13,2877121;-6,532824993;-11,2877121;-8,002309799;-5,680382252;-4,76023531;-1,555544972;-7,243318081;-8,643856049;-4,680382252;-7,795859337;-3,026792765;-3,997693539;-4,26534462;-0,199421063;0,034779154;-10,96578407;-13,2877121;-10,70275021;-11,37565136;-13,2877121;-11,2877121;-12,2877121;-13,16955757;-1,200912714;-2,689659834;-1,447327852;-1,14432919;-10,96578407;-7,733123779;-4,257045269;-4,284897327;-9,587272644;-9,702750206;-9,380822182;-9,965784073;-4,321928024;-9,039784431;-7,965784073;-12,18516159;-9,039784431;-9,587272644;-10,11778736;-8,828280449;-8,078259468;-9,380822182;-11,2877121;X3_PR3.active;0
-0,695956349;3,266456842;8,69456768;5,919309139;-7,795859337;-7,702749729;-9,039784431;-6,493296623;-6,702749729;1,699507236;-6,333516121;-1,195946455;1,657182693;-2,270207882;-8,965784073;2,446176767;-9,828280449;-13,2877121;-9,287712097;-9,380822182;2,003746033;-3,758281946;-1,102217436;-3,838563681;-7,26534462;-9,702750206;-6,779917717;1,320484638;5,718953609;-5,795859337;-5,811978817;-9,117787361;-10,70275021;-9,117787361;-9,287712097;-2,772998333;-9,965784073;-9,117787361;-7,861447811;-7,67300272;-12,2877121;-7,965784073;-6,179187775;-5,044538498;0,171334878;-7,702749729;-8,895395279;-5,448508739;-2,344465017;-4,339344978;-0,120921612;-2,465141535;-0,469729424;0,298423707;-11,2877121;-13,2877121;-10,48035717;-10,96578407;-12,76116562;-11,2877121;-10,96578407;-13,16955757;-0,166502714;-2,170069218;-0,261707723;0,436801493;-8,117787361;-8,429731369;-4,640254021;-3,589007854;-9,380822182;-9,828280449;-8,702750206;-10,74415112;-5,486812592;-9,117787361;-9,48035717;-12,18516159;-9,828280449;-11,70275021;-8,158429146;-9,039784431;-7,480357647;-9,380822182;-7,310432434;A21.1_PR3.active;0
-0,99913466;1,957951665;7,056697369;5,079894543;-6,158429146;-6,902435303;-7,506352901;-5,844769001;-5,76415062;1,47747016;-0,885233164;-0,577121139;1,464720488;-2,653809071;-8,702750206;2,291338444;-9,48035717;-10,2877121;-9,48035717;-8,76415062;1,738940716;-4,075824261;-1,290532827;-4,163590908;-8,48035717;-11,70275021;-8,039784431;1,246772885;6,009759426;-5,097887993;-5,559792042;-8,828280449;-13,2877121;-9,380822182;-10,11778736;-9,287712097;-10,11778736;-8,828280449;-7,405069351;-5,287712574;-10,70275021;-7,615286827;-6,200249672;-4,853084087;-0,987645864;-8,587272644;-8,895395279;-5,869859695;-9,200249672;-9,828280449;-1,953439116;-3,213570833;-0,397828192;0,298775643;-11,2877121;-12,26954746;-11,2877121;-10,96578407;-13,2877121;-11,2877121;-13,2877121;-13,2877121;-0,591614127;-1,53910017;-0,505328357;0,005471901;-10,11778736;-7,930160522;-4,58035326;-3,90400815;-9,380822182;-9,587272644;-7,733123779;-13,2877121;-4,439089298;-8,702750206;-8,243318558;-13,2877121;-8,965784073;-5,811978817;-8,895395279;-9,039784431;-8,587272644;-9,039784431;-8,158429146;A21.4_PR3.active;0
-0,49817872;3,139665842;7,283182621;5,954377651;-6,429731369;-6,158429146;-7,615286827;-6,519527912;-5,803896427;-0,901041567;-1,545824051;-1,536586761;0,65955925;-3,339344978;-8,828280449;1,687956452;-9,702750206;-11,07751656;-9,587272644;-10,48035717;2,170469999;-3,526161194;-0,624599099;-3,36438489;-8,158429146;-10,2877121;-7,532824993;1,37939918;6,176621914;-4,96128273;-5,321928024;-9,117787361;-11,70275021;-10,48035717;-10,48035717;-9,117787361;-10,11778736;-8,965784073;-8,287712097;-7,117787361;-10,96578407;-7,895394802;-6,276484966;-5,486812592;-1,235144258;-7,221623421;-7,243318081;-5,127840996;-3,3673594;-9,702750206;-3,531156063;-3,77595973;-1,374074936;-0,672542632;-10,70275021;-12,26954746;-10,70275021;-11,37565136;-13,2877121;-10,70275021;-12,09461021;-13,16955757;-3,222969532;-3,58035326;-2,792856693;-2,411195517;-10,96578407;-8,287712097;-4,210896969;-3,326262712;-8,76415062;-9,48035717;-9,117787361;-10,70275021;-4,979373455;-8,965784073;-11,70275021;-12,18516159;-9,48035717;-9,828280449;-10,48035717;-9,287712097;-8,643856049;-9,200249672;-7,506352901;A21.12_PR3.active;0
-0,203070015;3,094996214;7,268188953;6,27378273;-8,200249672;-10,11778736;-9,587272644;-8,532824516;-7,615286827;0,468739748;-3,636660814;-0,52180475;1,685132742;-2,282087803;-8,828280449;3,008235931;-9,117787361;-10,70275021;-9,380822182;-9,965784073;2,430365562;-3,961282969;-0,504509449;-3,553002834;-8,287712097;-11,2877121;-7,702749729;1,943471193;6,334861279;-5,006941795;-4,921390057;-8,895395279;-7,795859337;-9,200249672;-12,2877121;-8,48035717;-9,965784073;-8,532824516;-7,506352901;-7,058893681;-10,70275021;-7,965784073;-6,26534462;-4,908333778;-1,395928741;-4,365871429;-7,097887993;-2,685941696;-6,506352901;-10,11778736;-3,229720592;-3,838563681;-0,202073932;0,316956669;-11,2877121;-13,2877121;-11,2877121;-11,37565136;-13,2877121;-10,96578407;-12,09461021;-13,2877121;-0,807174563;-1,807427049;-1,339345098;-0,380633891;-12,2877121;-8,965784073;-5,216249943;-6,811978817;-8,828280449;-9,828280449;-9,965784073;-10,2877121;-4,799872398;-8,76415062;-8,895395279;-12,18516159;-9,287712097;-9,702750206;-13,2877121;-8,828280449;-6,287712574;-8,965784073;-7,67300272;A21.13_PR3.active;0
